event_type,query_type,latency_ms,cache_key,timestamp
miss,Q4,11.687,"Q4:{""confidence_min"": 0.0, ""zone_a"": ""Z3"", ""zone_b"": ""Z4""}",1777231473.6366696
hit,Q2,1.242,"Q2:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777231473.6496136
hit,Q2,0.703,"Q2:{""confidence_min"": 0.5, ""zone_id"": ""Z3""}",1777231473.6600688
hit,Q1,0.639,"Q1:{""confidence_min"": 0.0, ""zone_id"": ""Z1""}",1777231473.6711702
hit,Q5,0.739,"Q5:{""bins"": 10, ""zone_id"": ""Z1""}",1777231473.6822846
miss,Q1,11.534,"Q1:{""confidence_min"": 0.5, ""zone_id"": ""Z3""}",1777231473.7054114
miss,Q2,11.104,"Q2:{""confidence_min"": 0.5, ""zone_id"": ""Z5""}",1777231473.726536
hit,Q4,0.771,"Q4:{""confidence_min"": 0.0, ""zone_a"": ""Z2"", ""zone_b"": ""Z5""}",1777231473.7385259
miss,Q3,11.646,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z4""}",1777231473.7601323
hit,Q3,0.843,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z1""}",1777231473.7715523
miss,Q1,11.145,"Q1:{""confidence_min"": 0.7, ""zone_id"": ""Z3""}",1777231473.7928214
hit,Q4,0.914,"Q4:{""confidence_min"": 0.0, ""zone_a"": ""Z1"", ""zone_b"": ""Z5""}",1777231473.8035893
miss,Q2,9.132,"Q2:{""confidence_min"": 0.5, ""zone_id"": ""Z4""}",1777231473.822279
hit,Q3,0.696,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777231473.8323154
hit,Q2,0.712,"Q2:{""confidence_min"": 0.5, ""zone_id"": ""Z1""}",1777231473.843577
hit,Q3,1.414,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z2""}",1777231473.8547919
hit,Q4,0.68,"Q4:{""confidence_min"": 0.0, ""zone_a"": ""Z1"", ""zone_b"": ""Z4""}",1777231473.86458
hit,Q3,0.864,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z2""}",1777231473.8755414
hit,Q2,1.289,"Q2:{""confidence_min"": 0.5, ""zone_id"": ""Z4""}",1777231473.886564
miss,Q4,11.123,"Q4:{""confidence_min"": 0.5, ""zone_a"": ""Z3"", ""zone_b"": ""Z1""}",1777231473.9071689
hit,Q3,0.762,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z1""}",1777231473.9191563
miss,Q5,11.681,"Q5:{""bins"": 5, ""zone_id"": ""Z2""}",1777231473.9412346
hit,Q4,0.824,"Q4:{""confidence_min"": 0.0, ""zone_a"": ""Z1"", ""zone_b"": ""Z4""}",1777231473.954392
hit,Q2,1.051,"Q2:{""confidence_min"": 0.0, ""zone_id"": ""Z1""}",1777231473.966212
miss,Q1,11.017,"Q1:{""confidence_min"": 0.5, ""zone_id"": ""Z2""}",1777231473.987593
hit,Q1,0.877,"Q1:{""confidence_min"": 0.5, ""zone_id"": ""Z3""}",1777231473.9978375
hit,Q2,0.894,"Q2:{""confidence_min"": 0.0, ""zone_id"": ""Z1""}",1777231474.0091984
hit,Q2,1.124,"Q2:{""confidence_min"": 0.0, ""zone_id"": ""Z4""}",1777231474.0200732
hit,Q3,0.687,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z3""}",1777231474.0300896
hit,Q2,0.708,"Q2:{""confidence_min"": 0.7, ""zone_id"": ""Z2""}",1777231474.0410764
hit,Q3,0.834,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z1""}",1777231474.0536273
hit,Q5,0.801,"Q5:{""bins"": 10, ""zone_id"": ""Z3""}",1777231474.0636816
miss,Q3,13.962,"Q3:{""confidence_min"": 0.5, ""zone_id"": ""Z4""}",1777231474.0883455
hit,Q3,0.678,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z2""}",1777231474.0984843
