event_type,query_type,latency_ms,cache_key,timestamp
hit,Q5,0.666,"Q5:{""bins"": 10, ""zone_id"": ""Z3""}",1777232024.6536512
hit,Q5,0.721,"Q5:{""bins"": 5, ""zone_id"": ""Z1""}",1777232024.6642942
hit,Q5,0.702,"Q5:{""bins"": 10, ""zone_id"": ""Z3""}",1777232024.6760275
hit,Q3,0.762,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z1""}",1777232024.6879284
miss,Q2,10.615,"Q2:{""confidence_min"": 0.5, ""zone_id"": ""Z2""}",1777232024.7090533
hit,Q5,0.647,"Q5:{""bins"": 10, ""zone_id"": ""Z4""}",1777232024.7211936
miss,Q4,10.713,"Q4:{""confidence_min"": 0.5, ""zone_a"": ""Z1"", ""zone_b"": ""Z3""}",1777232024.7422087
hit,Q1,0.706,"Q1:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777232024.7532153
miss,Q3,11.76,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z4""}",1777232024.7742717
miss,Q4,11.102,"Q4:{""confidence_min"": 0.0, ""zone_a"": ""Z2"", ""zone_b"": ""Z5""}",1777232024.7957811
hit,Q1,0.841,"Q1:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777232024.8059847
miss,Q5,12.442,"Q5:{""bins"": 10, ""zone_id"": ""Z2""}",1777232024.828074
hit,Q5,0.9,"Q5:{""bins"": 10, ""zone_id"": ""Z1""}",1777232024.8404589
hit,Q5,0.792,"Q5:{""bins"": 5, ""zone_id"": ""Z2""}",1777232024.8529928
miss,Q5,11.476,"Q5:{""bins"": 5, ""zone_id"": ""Z3""}",1777232024.874377
miss,Q4,10.381,"Q4:{""confidence_min"": 0.7, ""zone_a"": ""Z3"", ""zone_b"": ""Z5""}",1777232024.8959632
hit,Q5,0.647,"Q5:{""bins"": 5, ""zone_id"": ""Z3""}",1777232024.9076183
miss,Q5,11.067,"Q5:{""bins"": 10, ""zone_id"": ""Z5""}",1777232024.9300327
hit,Q3,0.633,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z2""}",1777232024.941364
miss,Q1,11.034,"Q1:{""confidence_min"": 0.5, ""zone_id"": ""Z2""}",1777232024.9612234
miss,Q2,11.261,"Q2:{""confidence_min"": 0.0, ""zone_id"": ""Z2""}",1777232024.9837625
hit,Q3,0.767,"Q3:{""confidence_min"": 0.5, ""zone_id"": ""Z1""}",1777232024.9935944
hit,Q1,0.724,"Q1:{""confidence_min"": 0.5, ""zone_id"": ""Z1""}",1777232025.0045679
hit,Q5,0.897,"Q5:{""bins"": 10, ""zone_id"": ""Z2""}",1777232025.0157132
hit,Q2,0.663,"Q2:{""confidence_min"": 0.7, ""zone_id"": ""Z2""}",1777232025.0282154
hit,Q3,1.215,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777232025.0406218
hit,Q3,0.742,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z2""}",1777232025.051495
hit,Q2,0.687,"Q2:{""confidence_min"": 0.0, ""zone_id"": ""Z5""}",1777232025.0612395
hit,Q3,0.836,"Q3:{""confidence_min"": 0.5, ""zone_id"": ""Z1""}",1777232025.072493
miss,Q1,11.084,"Q1:{""confidence_min"": 0.0, ""zone_id"": ""Z2""}",1777232025.0929728
miss,Q2,10.213,"Q2:{""confidence_min"": 0.7, ""zone_id"": ""Z4""}",1777232025.114187
hit,Q3,0.844,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777232025.1258128
hit,Q3,0.661,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777232025.1369295
hit,Q3,0.775,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z2""}",1777232025.1468008
hit,Q2,0.599,"Q2:{""confidence_min"": 0.0, ""zone_id"": ""Z2""}",1777232025.1575758
hit,Q2,0.78,"Q2:{""confidence_min"": 0.0, ""zone_id"": ""Z3""}",1777232025.1693888
miss,Q4,11.203,"Q4:{""confidence_min"": 0.7, ""zone_a"": ""Z5"", ""zone_b"": ""Z2""}",1777232025.1898115
miss,Q4,11.57,"Q4:{""confidence_min"": 0.5, ""zone_a"": ""Z2"", ""zone_b"": ""Z1""}",1777232025.2107565
hit,Q1,0.771,"Q1:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777232025.2232616
hit,Q3,0.656,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z2""}",1777232025.2348099
hit,Q2,0.773,"Q2:{""confidence_min"": 0.7, ""zone_id"": ""Z4""}",1777232025.2449358
hit,Q5,0.674,"Q5:{""bins"": 10, ""zone_id"": ""Z1""}",1777232025.2554762
hit,Q1,1.187,"Q1:{""confidence_min"": 0.5, ""zone_id"": ""Z3""}",1777232025.268013
