event_type,query_type,latency_ms,cache_key,timestamp
hit,Q2,0.67,"Q2:{""confidence_min"": 0.5, ""zone_id"": ""Z2""}",1777232209.2051516
hit,Q1,0.799,"Q1:{""confidence_min"": 0.5, ""zone_id"": ""Z1""}",1777232209.2157607
miss,Q4,11.075,"Q4:{""confidence_min"": 0.7, ""zone_a"": ""Z2"", ""zone_b"": ""Z5""}",1777232209.2376096
miss,Q2,9.954,"Q2:{""confidence_min"": 0.7, ""zone_id"": ""Z4""}",1777232209.2570813
miss,Q2,11.088,"Q2:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777232209.2775388
miss,Q5,13.142,"Q5:{""bins"": 10, ""zone_id"": ""Z3""}",1777232209.3022687
miss,Q4,11.178,"Q4:{""confidence_min"": 0.7, ""zone_a"": ""Z2"", ""zone_b"": ""Z1""}",1777232209.3253832
hit,Q3,0.827,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z1""}",1777232209.3366873
hit,Q5,0.735,"Q5:{""bins"": 5, ""zone_id"": ""Z5""}",1777232209.3467615
hit,Q3,0.683,"Q3:{""confidence_min"": 0.0, ""zone_id"": ""Z1""}",1777232209.358614
hit,Q4,1.432,"Q4:{""confidence_min"": 0.5, ""zone_a"": ""Z1"", ""zone_b"": ""Z4""}",1777232209.3709977
hit,Q3,0.816,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777232209.3814874
hit,Q3,0.766,"Q3:{""confidence_min"": 0.7, ""zone_id"": ""Z1""}",1777232209.3936586
miss,Q4,10.694,"Q4:{""confidence_min"": 0.7, ""zone_a"": ""Z3"", ""zone_b"": ""Z1""}",1777232209.4155893
hit,Q5,0.673,"Q5:{""bins"": 5, ""zone_id"": ""Z2""}",1777232209.4274805
hit,Q5,0.707,"Q5:{""bins"": 5, ""zone_id"": ""Z1""}",1777232209.4384532
